train_sub\0119_3img2041_s001.JPG train_labels_sub\0119_3img2041_s001.png
train_sub\DJI_00571_s008.JPG train_labels_sub\DJI_00571_s008.png
train_sub\DJI_0558_heda_s012.JPG train_labels_sub\DJI_0558_heda_s012.png
train_sub\000341_s008.JPG train_labels_sub\000341_s008.png
train_sub\DJI_0502_s009.JPG train_labels_sub\DJI_0502_s009.png
train_sub\DJI_0647_s006.JPG train_labels_sub\DJI_0647_s006.png
train_sub\DJI_0001_s007.JPG train_labels_sub\DJI_0001_s007.png
train_sub\0119_4img3031_s004.JPG train_labels_sub\0119_4img3031_s004.png
train_sub\DJI_0616_s004.JPG train_labels_sub\DJI_0616_s004.png
train_sub\DJI_0002_s009.JPG train_labels_sub\DJI_0002_s009.png
train_sub\DJI_0309_s007.JPG train_labels_sub\DJI_0309_s007.png
train_sub\000341_s003.JPG train_labels_sub\000341_s003.png
train_sub\001241_s005.JPG train_labels_sub\001241_s005.png
train_sub\DJI_0394_s006.JPG train_labels_sub\DJI_0394_s006.png
train_sub\DJI_0424_heda_s012.JPG train_labels_sub\DJI_0424_heda_s012.png
train_sub\DJI_0543_heda_s009.JPG train_labels_sub\DJI_0543_heda_s009.png
train_sub\000101_s005.JPG train_labels_sub\000101_s005.png
train_sub\DJI_0687_s004.JPG train_labels_sub\DJI_0687_s004.png
train_sub\DJI_0409_heda_s002.JPG train_labels_sub\DJI_0409_heda_s002.png
train_sub\DJI_0502_s005.JPG train_labels_sub\DJI_0502_s005.png
train_sub\0119_3img2041_s009.JPG train_labels_sub\0119_3img2041_s009.png
train_sub\DJI_0001_s006.JPG train_labels_sub\DJI_0001_s006.png
train_sub\DJI_00584_s006.JPG train_labels_sub\DJI_00584_s006.png
train_sub\DJI_0382_s011.JPG train_labels_sub\DJI_0382_s011.png
train_sub\000221_s012.JPG train_labels_sub\000221_s012.png
train_sub\DJI_0523_s012.JPG train_labels_sub\DJI_0523_s012.png
train_sub\000041_s012.JPG train_labels_sub\000041_s012.png
train_sub\000241_s005.JPG train_labels_sub\000241_s005.png
train_sub\DJI_00571_s011.JPG train_labels_sub\DJI_00571_s011.png
train_sub\DJI_0496_s009.JPG train_labels_sub\DJI_0496_s009.png
train_sub\000321_s012.JPG train_labels_sub\000321_s012.png
train_sub\DJI_0369_heda_s008.JPG train_labels_sub\DJI_0369_heda_s008.png
train_sub\0119_3img2011_s011.JPG train_labels_sub\0119_3img2011_s011.png
train_sub\DJI_0496_s007.JPG train_labels_sub\DJI_0496_s007.png
train_sub\000101_s008.JPG train_labels_sub\000101_s008.png
train_sub\DJI_0400_s011.JPG train_labels_sub\DJI_0400_s011.png
train_sub\DJI_0535_s008.JPG train_labels_sub\DJI_0535_s008.png
train_sub\DJI_00530_s002.JPG train_labels_sub\DJI_00530_s002.png
train_sub\DJI_0409_s001.JPG train_labels_sub\DJI_0409_s001.png
train_sub\0119_4img2031_s005.JPG train_labels_sub\0119_4img2031_s005.png
train_sub\DJI_0548_heda_s006.JPG train_labels_sub\DJI_0548_heda_s006.png
train_sub\DJI_00527_s008.JPG train_labels_sub\DJI_00527_s008.png
train_sub\000201_s006.JPG train_labels_sub\000201_s006.png
train_sub\001501_s004.JPG train_labels_sub\001501_s004.png
train_sub\0119_5img2011_s006.JPG train_labels_sub\0119_5img2011_s006.png
train_sub\DJI_0294_s006.JPG train_labels_sub\DJI_0294_s006.png
train_sub\DJI_00576_s002.JPG train_labels_sub\DJI_00576_s002.png
train_sub\DJI_0391_s005.JPG train_labels_sub\DJI_0391_s005.png
train_sub\DJI_0322_s008.JPG train_labels_sub\DJI_0322_s008.png
train_sub\001501_s002.JPG train_labels_sub\001501_s002.png
train_sub\DJI_0517_s005.JPG train_labels_sub\DJI_0517_s005.png
train_sub\DJI_0493_s004.JPG train_labels_sub\DJI_0493_s004.png
train_sub\DJI_0496_s012.JPG train_labels_sub\DJI_0496_s012.png
train_sub\DJI_0306_s004.JPG train_labels_sub\DJI_0306_s004.png
train_sub\DJI_0400_heda_s009.JPG train_labels_sub\DJI_0400_heda_s009.png
train_sub\DJI_0523_s009.JPG train_labels_sub\DJI_0523_s009.png
train_sub\DJI_0613_s006.JPG train_labels_sub\DJI_0613_s006.png
train_sub\DJI_0502_s006.JPG train_labels_sub\DJI_0502_s006.png
train_sub\DJI_00555_s004.JPG train_labels_sub\DJI_00555_s004.png
train_sub\000141_s007.JPG train_labels_sub\000141_s007.png
train_sub\DJI_00529_s004.JPG train_labels_sub\DJI_00529_s004.png
train_sub\001501_s012.JPG train_labels_sub\001501_s012.png
train_sub\0119_5img1011_s001.JPG train_labels_sub\0119_5img1011_s001.png
train_sub\DJI_0011_s001.JPG train_labels_sub\DJI_0011_s001.png
train_sub\0119_4img2031_s003.JPG train_labels_sub\0119_4img2031_s003.png
train_sub\DJI_00527_s006.JPG train_labels_sub\DJI_00527_s006.png
train_sub\000041_s008.JPG train_labels_sub\000041_s008.png
train_sub\DJI_00571_s002.JPG train_labels_sub\DJI_00571_s002.png
train_sub\001241_s007.JPG train_labels_sub\001241_s007.png
train_sub\DJI_0418_s005.JPG train_labels_sub\DJI_0418_s005.png
train_sub\DJI_00571_s006.JPG train_labels_sub\DJI_00571_s006.png
train_sub\DJI_0297_s006.JPG train_labels_sub\DJI_0297_s006.png
train_sub\DJI_00576_s005.JPG train_labels_sub\DJI_00576_s005.png
train_sub\DJI_0647_s003.JPG train_labels_sub\DJI_0647_s003.png
train_sub\DJI_0322_s002.JPG train_labels_sub\DJI_0322_s002.png
train_sub\0119_3img2021_s012.JPG train_labels_sub\0119_3img2021_s012.png
train_sub\000021_s003.JPG train_labels_sub\000021_s003.png
train_sub\0119_5img2001_s003.JPG train_labels_sub\0119_5img2001_s003.png
train_sub\DJI_0047_s009.JPG train_labels_sub\DJI_0047_s009.png
train_sub\DJI_0593_s002.JPG train_labels_sub\DJI_0593_s002.png
train_sub\DJI_0389_heda_s001.JPG train_labels_sub\DJI_0389_heda_s001.png
train_sub\DJI_0400_s002.JPG train_labels_sub\DJI_0400_s002.png
train_sub\DJI_0558_heda_s008.JPG train_labels_sub\DJI_0558_heda_s008.png
train_sub\000201_s011.JPG train_labels_sub\000201_s011.png
train_sub\001321_s008.JPG train_labels_sub\001321_s008.png
train_sub\001341_s001.JPG train_labels_sub\001341_s001.png
train_sub\DJI_0616_s008.JPG train_labels_sub\DJI_0616_s008.png
train_sub\001221_s011.JPG train_labels_sub\001221_s011.png
train_sub\000201_s005.JPG train_labels_sub\000201_s005.png
train_sub\001501_s001.JPG train_labels_sub\001501_s001.png
train_sub\DJI_0385_s005.JPG train_labels_sub\DJI_0385_s005.png
train_sub\001521_s003.JPG train_labels_sub\001521_s003.png
train_sub\000241_s011.JPG train_labels_sub\000241_s011.png
train_sub\DJI_0041_s007.JPG train_labels_sub\DJI_0041_s007.png
train_sub\DJI_00527_s003.JPG train_labels_sub\DJI_00527_s003.png
train_sub\DJI_0514_s007.JPG train_labels_sub\DJI_0514_s007.png
train_sub\DJI_0319_s004.JPG train_labels_sub\DJI_0319_s004.png
train_sub\DJI_0538_s004.JPG train_labels_sub\DJI_0538_s004.png
train_sub\001421_s009.JPG train_labels_sub\001421_s009.png
train_sub\0119_4img3031_s009.JPG train_labels_sub\0119_4img3031_s009.png
train_sub\DJI_0505_s010.JPG train_labels_sub\DJI_0505_s010.png
train_sub\DJI_0319_s011.JPG train_labels_sub\DJI_0319_s011.png
train_sub\DJI_0667_s009.JPG train_labels_sub\DJI_0667_s009.png
train_sub\DJI_0514_s012.JPG train_labels_sub\DJI_0514_s012.png
train_sub\DJI_0288_s009.JPG train_labels_sub\DJI_0288_s009.png
train_sub\DJI_0309_s001.JPG train_labels_sub\DJI_0309_s001.png
train_sub\000201_s002.JPG train_labels_sub\000201_s002.png
train_sub\DJI_0409_heda_s008.JPG train_labels_sub\DJI_0409_heda_s008.png
train_sub\DJI_0322_s003.JPG train_labels_sub\DJI_0322_s003.png
train_sub\DJI_00587_s004.JPG train_labels_sub\DJI_00587_s004.png
train_sub\001421_s001.JPG train_labels_sub\001421_s001.png
train_sub\DJI_0418_s008.JPG train_labels_sub\DJI_0418_s008.png
train_sub\DJI_0379_s011.JPG train_labels_sub\DJI_0379_s011.png
train_sub\DJI_0409_heda_s007.JPG train_labels_sub\DJI_0409_heda_s007.png
train_sub\DJI_0285_s007.JPG train_labels_sub\DJI_0285_s007.png
train_sub\DJI_0021_s007.JPG train_labels_sub\DJI_0021_s007.png
train_sub\001441_s010.JPG train_labels_sub\001441_s010.png
train_sub\DJI_00530_s008.JPG train_labels_sub\DJI_00530_s008.png
train_sub\DJI_00586_s001.JPG train_labels_sub\DJI_00586_s001.png
train_sub\000041_s003.JPG train_labels_sub\000041_s003.png
train_sub\001401_s002.JPG train_labels_sub\001401_s002.png
train_sub\001501_s007.JPG train_labels_sub\001501_s007.png
train_sub\000041_s010.JPG train_labels_sub\000041_s010.png
train_sub\0119_5img2011_s005.JPG train_labels_sub\0119_5img2011_s005.png
train_sub\000341_s002.JPG train_labels_sub\000341_s002.png
train_sub\0119_3img3021_s003.JPG train_labels_sub\0119_3img3021_s003.png
train_sub\DJI_0593_s007.JPG train_labels_sub\DJI_0593_s007.png
train_sub\DJI_00529_s005.JPG train_labels_sub\DJI_00529_s005.png
train_sub\001221_s004.JPG train_labels_sub\001221_s004.png
train_sub\DJI_0418_s001.JPG train_labels_sub\DJI_0418_s001.png
train_sub\001201_s003.JPG train_labels_sub\001201_s003.png
train_sub\0119_4img2031_s008.JPG train_labels_sub\0119_4img2031_s008.png
train_sub\DJI_0403_s001.JPG train_labels_sub\DJI_0403_s001.png
train_sub\DJI_0538_s009.JPG train_labels_sub\DJI_0538_s009.png
train_sub\0119_5img2001_s002.JPG train_labels_sub\0119_5img2001_s002.png
train_sub\DJI_0529_s004.JPG train_labels_sub\DJI_0529_s004.png
train_sub\DJI_0379_s003.JPG train_labels_sub\DJI_0379_s003.png
train_sub\001341_s006.JPG train_labels_sub\001341_s006.png
train_sub\DJI_0505_s008.JPG train_labels_sub\DJI_0505_s008.png
train_sub\DJI_0385_s004.JPG train_labels_sub\DJI_0385_s004.png
train_sub\DJI_0529_s008.JPG train_labels_sub\DJI_0529_s008.png
train_sub\DJI_0285_s010.JPG train_labels_sub\DJI_0285_s010.png
train_sub\DJI_0297_s004.JPG train_labels_sub\DJI_0297_s004.png
train_sub\DJI_0548_heda_s010.JPG train_labels_sub\DJI_0548_heda_s010.png
train_sub\001221_s010.JPG train_labels_sub\001221_s010.png
train_sub\DJI_00576_s007.JPG train_labels_sub\DJI_00576_s007.png
train_sub\DJI_0312_s005.JPG train_labels_sub\DJI_0312_s005.png
train_sub\DJI_0409_s009.JPG train_labels_sub\DJI_0409_s009.png
train_sub\DJI_0687_s008.JPG train_labels_sub\DJI_0687_s008.png
train_sub\0119_5img2011_s009.JPG train_labels_sub\0119_5img2011_s009.png
train_sub\000241_s008.JPG train_labels_sub\000241_s008.png
train_sub\DJI_00555_s008.JPG train_labels_sub\DJI_00555_s008.png
train_sub\001301_s007.JPG train_labels_sub\001301_s007.png
train_sub\001441_s011.JPG train_labels_sub\001441_s011.png
train_sub\DJI_0519_heda_s005.JPG train_labels_sub\DJI_0519_heda_s005.png
train_sub\DJI_0538_s002.JPG train_labels_sub\DJI_0538_s002.png
train_sub\0119_3img2041_s011.JPG train_labels_sub\0119_3img2041_s011.png
train_sub\0119_3img2011_s003.JPG train_labels_sub\0119_3img2011_s003.png
train_sub\DJI_0421_s004.JPG train_labels_sub\DJI_0421_s004.png
train_sub\DJI_00529_s011.JPG train_labels_sub\DJI_00529_s011.png
train_sub\DJI_00586_s008.JPG train_labels_sub\DJI_00586_s008.png
train_sub\DJI_0001_s003.JPG train_labels_sub\DJI_0001_s003.png
train_sub\000101_s002.JPG train_labels_sub\000101_s002.png
train_sub\001521_s005.JPG train_labels_sub\001521_s005.png
train_sub\DJI_0322_s011.JPG train_labels_sub\DJI_0322_s011.png
train_sub\DJI_0538_s008.JPG train_labels_sub\DJI_0538_s008.png
train_sub\0119_5img2001_s001.JPG train_labels_sub\0119_5img2001_s001.png
train_sub\DJI_0319_s009.JPG train_labels_sub\DJI_0319_s009.png
train_sub\001541_s012.JPG train_labels_sub\001541_s012.png
train_sub\DJI_0382_s007.JPG train_labels_sub\DJI_0382_s007.png
train_sub\DJI_0508_s004.JPG train_labels_sub\DJI_0508_s004.png
train_sub\001521_s012.JPG train_labels_sub\001521_s012.png
train_sub\000321_s011.JPG train_labels_sub\000321_s011.png
train_sub\DJI_0529_s012.JPG train_labels_sub\DJI_0529_s012.png
train_sub\DJI_0288_s001.JPG train_labels_sub\DJI_0288_s001.png
train_sub\DJI_0385_s006.JPG train_labels_sub\DJI_0385_s006.png
train_sub\001301_s001.JPG train_labels_sub\001301_s001.png
train_sub\001401_s005.JPG train_labels_sub\001401_s005.png
train_sub\DJI_0041_s011.JPG train_labels_sub\DJI_0041_s011.png
train_sub\DJI_0687_s007.JPG train_labels_sub\DJI_0687_s007.png
train_sub\DJI_0369_heda_s009.JPG train_labels_sub\DJI_0369_heda_s009.png
train_sub\DJI_0667_s004.JPG train_labels_sub\DJI_0667_s004.png
train_sub\DJI_0403_s004.JPG train_labels_sub\DJI_0403_s004.png
train_sub\DJI_00576_s008.JPG train_labels_sub\DJI_00576_s008.png
train_sub\DJI_0319_s012.JPG train_labels_sub\DJI_0319_s012.png
train_sub\DJI_0667_s007.JPG train_labels_sub\DJI_0667_s007.png
train_sub\0119_3img2011_s008.JPG train_labels_sub\0119_3img2011_s008.png
train_sub\000141_s004.JPG train_labels_sub\000141_s004.png
train_sub\DJI_0535_s001.JPG train_labels_sub\DJI_0535_s001.png
train_sub\DJI_0418_s009.JPG train_labels_sub\DJI_0418_s009.png
train_sub\001441_s004.JPG train_labels_sub\001441_s004.png
train_sub\001321_s003.JPG train_labels_sub\001321_s003.png
train_sub\DJI_0385_s008.JPG train_labels_sub\DJI_0385_s008.png
train_sub\000141_s002.JPG train_labels_sub\000141_s002.png
train_sub\DJI_00586_s012.JPG train_labels_sub\DJI_00586_s012.png
train_sub\DJI_00566_s012.JPG train_labels_sub\DJI_00566_s012.png
train_sub\DJI_0285_s005.JPG train_labels_sub\DJI_0285_s005.png
train_sub\DJI_0306_s002.JPG train_labels_sub\DJI_0306_s002.png
train_sub\0119_5img1011_s010.JPG train_labels_sub\0119_5img1011_s010.png
train_sub\001241_s001.JPG train_labels_sub\001241_s001.png
train_sub\DJI_0535_s012.JPG train_labels_sub\DJI_0535_s012.png
train_sub\DJI_0322_s005.JPG train_labels_sub\DJI_0322_s005.png
train_sub\DJI_00566_s007.JPG train_labels_sub\DJI_00566_s007.png
train_sub\DJI_0538_s011.JPG train_labels_sub\DJI_0538_s011.png
train_sub\0119_5img2001_s008.JPG train_labels_sub\0119_5img2001_s008.png
train_sub\DJI_0499_s007.JPG train_labels_sub\DJI_0499_s007.png
train_sub\DJI_00555_s011.JPG train_labels_sub\DJI_00555_s011.png
train_sub\DJI_0514_s006.JPG train_labels_sub\DJI_0514_s006.png
train_sub\DJI_0021_s005.JPG train_labels_sub\DJI_0021_s005.png
train_sub\0119_3img2011_s009.JPG train_labels_sub\0119_3img2011_s009.png
train_sub\DJI_0548_heda_s012.JPG train_labels_sub\DJI_0548_heda_s012.png
train_sub\DJI_0409_heda_s010.JPG train_labels_sub\DJI_0409_heda_s010.png
train_sub\001201_s001.JPG train_labels_sub\001201_s001.png
train_sub\DJI_0001_s008.JPG train_labels_sub\DJI_0001_s008.png
train_sub\0119_3img3021_s009.JPG train_labels_sub\0119_3img3021_s009.png
train_sub\DJI_0309_s005.JPG train_labels_sub\DJI_0309_s005.png
train_sub\DJI_0508_s008.JPG train_labels_sub\DJI_0508_s008.png
train_sub\DJI_00566_s003.JPG train_labels_sub\DJI_00566_s003.png
train_sub\DJI_0496_s003.JPG train_labels_sub\DJI_0496_s003.png
train_sub\DJI_0538_s001.JPG train_labels_sub\DJI_0538_s001.png
train_sub\DJI_0508_s003.JPG train_labels_sub\DJI_0508_s003.png
train_sub\0119_5img2011_s004.JPG train_labels_sub\0119_5img2011_s004.png
train_sub\001341_s002.JPG train_labels_sub\001341_s002.png
train_sub\001241_s002.JPG train_labels_sub\001241_s002.png
train_sub\DJI_00571_s007.JPG train_labels_sub\DJI_00571_s007.png
train_sub\DJI_0508_s001.JPG train_labels_sub\DJI_0508_s001.png
train_sub\DJI_0493_s007.JPG train_labels_sub\DJI_0493_s007.png
train_sub\001341_s003.JPG train_labels_sub\001341_s003.png
train_sub\001521_s002.JPG train_labels_sub\001521_s002.png
train_sub\001441_s009.JPG train_labels_sub\001441_s009.png
train_sub\DJI_0394_s002.JPG train_labels_sub\DJI_0394_s002.png
train_sub\DJI_0499_s009.JPG train_labels_sub\DJI_0499_s009.png
train_sub\DJI_0514_s002.JPG train_labels_sub\DJI_0514_s002.png
train_sub\DJI_0011_s002.JPG train_labels_sub\DJI_0011_s002.png
train_sub\DJI_0517_s007.JPG train_labels_sub\DJI_0517_s007.png
train_sub\0119_5img2001_s009.JPG train_labels_sub\0119_5img2001_s009.png
train_sub\0119_4img2031_s011.JPG train_labels_sub\0119_4img2031_s011.png
train_sub\0119_3img2021_s003.JPG train_labels_sub\0119_3img2021_s003.png
train_sub\001301_s002.JPG train_labels_sub\001301_s002.png
train_sub\001301_s006.JPG train_labels_sub\001301_s006.png
train_sub\DJI_0403_s010.JPG train_labels_sub\DJI_0403_s010.png
train_sub\DJI_0002_s004.JPG train_labels_sub\DJI_0002_s004.png
train_sub\DJI_0502_s011.JPG train_labels_sub\DJI_0502_s011.png
train_sub\000001_s010.JPG train_labels_sub\000001_s010.png
train_sub\DJI_0312_s009.JPG train_labels_sub\DJI_0312_s009.png
train_sub\DJI_0047_s006.JPG train_labels_sub\DJI_0047_s006.png
train_sub\DJI_0558_heda_s005.JPG train_labels_sub\DJI_0558_heda_s005.png
train_sub\001541_s005.JPG train_labels_sub\001541_s005.png
train_sub\DJI_0119_s005.JPG train_labels_sub\DJI_0119_s005.png
train_sub\DJI_00584_s010.JPG train_labels_sub\DJI_00584_s010.png
train_sub\DJI_0021_s003.JPG train_labels_sub\DJI_0021_s003.png
train_sub\DJI_0322_s001.JPG train_labels_sub\DJI_0322_s001.png
train_sub\000341_s007.JPG train_labels_sub\000341_s007.png
train_sub\DJI_0409_s008.JPG train_labels_sub\DJI_0409_s008.png
train_sub\DJI_0002_s003.JPG train_labels_sub\DJI_0002_s003.png
train_sub\DJI_0431_heda_s005.JPG train_labels_sub\DJI_0431_heda_s005.png
train_sub\000201_s004.JPG train_labels_sub\000201_s004.png
train_sub\DJI_0300_s011.JPG train_labels_sub\DJI_0300_s011.png
train_sub\001341_s004.JPG train_labels_sub\001341_s004.png
train_sub\000121_s002.JPG train_labels_sub\000121_s002.png
train_sub\DJI_00539_s010.JPG train_labels_sub\DJI_00539_s010.png
train_sub\DJI_0294_s002.JPG train_labels_sub\DJI_0294_s002.png
train_sub\DJI_00529_s008.JPG train_labels_sub\DJI_00529_s008.png
train_sub\DJI_00586_s010.JPG train_labels_sub\DJI_00586_s010.png
train_sub\001541_s011.JPG train_labels_sub\001541_s011.png
train_sub\000241_s004.JPG train_labels_sub\000241_s004.png
train_sub\000041_s001.JPG train_labels_sub\000041_s001.png
train_sub\000221_s006.JPG train_labels_sub\000221_s006.png
train_sub\DJI_0021_s002.JPG train_labels_sub\DJI_0021_s002.png
train_sub\DJI_0391_s012.JPG train_labels_sub\DJI_0391_s012.png
train_sub\DJI_0421_s012.JPG train_labels_sub\DJI_0421_s012.png
train_sub\DJI_0300_s009.JPG train_labels_sub\DJI_0300_s009.png
train_sub\DJI_0514_s003.JPG train_labels_sub\DJI_0514_s003.png
train_sub\DJI_0002_s001.JPG train_labels_sub\DJI_0002_s001.png
train_sub\DJI_0041_s002.JPG train_labels_sub\DJI_0041_s002.png
train_sub\DJI_0288_s005.JPG train_labels_sub\DJI_0288_s005.png
train_sub\DJI_0431_heda_s006.JPG train_labels_sub\DJI_0431_heda_s006.png
train_sub\DJI_0379_s009.JPG train_labels_sub\DJI_0379_s009.png
train_sub\DJI_0593_s004.JPG train_labels_sub\DJI_0593_s004.png
train_sub\DJI_0493_s001.JPG train_labels_sub\DJI_0493_s001.png
train_sub\DJI_0285_s011.JPG train_labels_sub\DJI_0285_s011.png
train_sub\0119_3img3041_s007.JPG train_labels_sub\0119_3img3041_s007.png
train_sub\DJI_0297_s008.JPG train_labels_sub\DJI_0297_s008.png
train_sub\DJI_0041_s010.JPG train_labels_sub\DJI_0041_s010.png
train_sub\001341_s007.JPG train_labels_sub\001341_s007.png
train_sub\000121_s009.JPG train_labels_sub\000121_s009.png
train_sub\DJI_0300_s007.JPG train_labels_sub\DJI_0300_s007.png
train_sub\DJI_00530_s009.JPG train_labels_sub\DJI_00530_s009.png
train_sub\DJI_0493_s005.JPG train_labels_sub\DJI_0493_s005.png
train_sub\001201_s004.JPG train_labels_sub\001201_s004.png
train_sub\000341_s011.JPG train_labels_sub\000341_s011.png
train_sub\DJI_0647_s010.JPG train_labels_sub\DJI_0647_s010.png
train_sub\0119_3img3021_s001.JPG train_labels_sub\0119_3img3021_s001.png
train_sub\000241_s006.JPG train_labels_sub\000241_s006.png
train_sub\001421_s007.JPG train_labels_sub\001421_s007.png
train_sub\000241_s007.JPG train_labels_sub\000241_s007.png
train_sub\DJI_0391_s006.JPG train_labels_sub\DJI_0391_s006.png
train_sub\DJI_0382_s003.JPG train_labels_sub\DJI_0382_s003.png
train_sub\DJI_0505_s007.JPG train_labels_sub\DJI_0505_s007.png
train_sub\DJI_00584_s009.JPG train_labels_sub\DJI_00584_s009.png
train_sub\001221_s006.JPG train_labels_sub\001221_s006.png
train_sub\DJI_0412_s010.JPG train_labels_sub\DJI_0412_s010.png
train_sub\DJI_0312_s011.JPG train_labels_sub\DJI_0312_s011.png
train_sub\000101_s007.JPG train_labels_sub\000101_s007.png
train_sub\DJI_00571_s005.JPG train_labels_sub\DJI_00571_s005.png
train_sub\DJI_0529_s003.JPG train_labels_sub\DJI_0529_s003.png
train_sub\DJI_0297_s003.JPG train_labels_sub\DJI_0297_s003.png
train_sub\DJI_0613_s003.JPG train_labels_sub\DJI_0613_s003.png
train_sub\001241_s004.JPG train_labels_sub\001241_s004.png
train_sub\0119_4img2031_s007.JPG train_labels_sub\0119_4img2031_s007.png
train_sub\000241_s001.JPG train_labels_sub\000241_s001.png
train_sub\001401_s011.JPG train_labels_sub\001401_s011.png
train_sub\DJI_0400_heda_s002.JPG train_labels_sub\DJI_0400_heda_s002.png
train_sub\DJI_0001_s005.JPG train_labels_sub\DJI_0001_s005.png
train_sub\DJI_0421_s009.JPG train_labels_sub\DJI_0421_s009.png
train_sub\DJI_0403_s006.JPG train_labels_sub\DJI_0403_s006.png
train_sub\001201_s005.JPG train_labels_sub\001201_s005.png
train_sub\000321_s004.JPG train_labels_sub\000321_s004.png
train_sub\DJI_00554_s004.JPG train_labels_sub\DJI_00554_s004.png
train_sub\001221_s008.JPG train_labels_sub\001221_s008.png
train_sub\001321_s002.JPG train_labels_sub\001321_s002.png
train_sub\DJI_0394_s004.JPG train_labels_sub\DJI_0394_s004.png
train_sub\DJI_0538_s003.JPG train_labels_sub\DJI_0538_s003.png
train_sub\DJI_0558_heda_s003.JPG train_labels_sub\DJI_0558_heda_s003.png
train_sub\000141_s005.JPG train_labels_sub\000141_s005.png
train_sub\DJI_0294_s010.JPG train_labels_sub\DJI_0294_s010.png
train_sub\001541_s003.JPG train_labels_sub\001541_s003.png
train_sub\0119_4img2031_s006.JPG train_labels_sub\0119_4img2031_s006.png
train_sub\0119_4img3031_s001.JPG train_labels_sub\0119_4img3031_s001.png
train_sub\DJI_0593_s001.JPG train_labels_sub\DJI_0593_s001.png
train_sub\DJI_00550_s008.JPG train_labels_sub\DJI_00550_s008.png
train_sub\DJI_00587_s006.JPG train_labels_sub\DJI_00587_s006.png
train_sub\DJI_0543_heda_s011.JPG train_labels_sub\DJI_0543_heda_s011.png
train_sub\000301_s009.JPG train_labels_sub\000301_s009.png
train_sub\DJI_0312_s002.JPG train_labels_sub\DJI_0312_s002.png
train_sub\000041_s007.JPG train_labels_sub\000041_s007.png
train_sub\000121_s010.JPG train_labels_sub\000121_s010.png
train_sub\001241_s011.JPG train_labels_sub\001241_s011.png
train_sub\DJI_0526_s012.JPG train_labels_sub\DJI_0526_s012.png
train_sub\000001_s009.JPG train_labels_sub\000001_s009.png
train_sub\000301_s005.JPG train_labels_sub\000301_s005.png
train_sub\DJI_0543_heda_s007.JPG train_labels_sub\DJI_0543_heda_s007.png
train_sub\DJI_00527_s001.JPG train_labels_sub\DJI_00527_s001.png
train_sub\DJI_00530_s012.JPG train_labels_sub\DJI_00530_s012.png
train_sub\DJI_0687_s003.JPG train_labels_sub\DJI_0687_s003.png
train_sub\DJI_0409_s010.JPG train_labels_sub\DJI_0409_s010.png
train_sub\000301_s003.JPG train_labels_sub\000301_s003.png
train_sub\DJI_0526_s004.JPG train_labels_sub\DJI_0526_s004.png
train_sub\0119_4img3031_s002.JPG train_labels_sub\0119_4img3031_s002.png
train_sub\DJI_0514_s001.JPG train_labels_sub\DJI_0514_s001.png
train_sub\DJI_0319_s005.JPG train_labels_sub\DJI_0319_s005.png
train_sub\DJI_0667_s003.JPG train_labels_sub\DJI_0667_s003.png
train_sub\DJI_0389_heda_s011.JPG train_labels_sub\DJI_0389_heda_s011.png
train_sub\DJI_0543_heda_s010.JPG train_labels_sub\DJI_0543_heda_s010.png
train_sub\000121_s006.JPG train_labels_sub\000121_s006.png
train_sub\0119_3img2021_s010.JPG train_labels_sub\0119_3img2021_s010.png
train_sub\001441_s008.JPG train_labels_sub\001441_s008.png
train_sub\0119_5img3021_s006.JPG train_labels_sub\0119_5img3021_s006.png
train_sub\DJI_0409_s012.JPG train_labels_sub\DJI_0409_s012.png
train_sub\000041_s011.JPG train_labels_sub\000041_s011.png
train_sub\DJI_0517_s010.JPG train_labels_sub\DJI_0517_s010.png
train_sub\DJI_00584_s004.JPG train_labels_sub\DJI_00584_s004.png
train_sub\DJI_00584_s011.JPG train_labels_sub\DJI_00584_s011.png
train_sub\0119_3img3041_s011.JPG train_labels_sub\0119_3img3041_s011.png
train_sub\DJI_00530_s003.JPG train_labels_sub\DJI_00530_s003.png
train_sub\DJI_00550_s011.JPG train_labels_sub\DJI_00550_s011.png
train_sub\DJI_0667_s005.JPG train_labels_sub\DJI_0667_s005.png
train_sub\DJI_0514_s004.JPG train_labels_sub\DJI_0514_s004.png
train_sub\DJI_0391_s009.JPG train_labels_sub\DJI_0391_s009.png
train_sub\DJI_0558_heda_s010.JPG train_labels_sub\DJI_0558_heda_s010.png
train_sub\DJI_0322_s006.JPG train_labels_sub\DJI_0322_s006.png
train_sub\DJI_0319_s002.JPG train_labels_sub\DJI_0319_s002.png
train_sub\DJI_0523_s005.JPG train_labels_sub\DJI_0523_s005.png
train_sub\000021_s007.JPG train_labels_sub\000021_s007.png
train_sub\000041_s009.JPG train_labels_sub\000041_s009.png
train_sub\DJI_0409_heda_s001.JPG train_labels_sub\DJI_0409_heda_s001.png
train_sub\DJI_0391_s004.JPG train_labels_sub\DJI_0391_s004.png
train_sub\DJI_0285_s012.JPG train_labels_sub\DJI_0285_s012.png
train_sub\DJI_0394_s008.JPG train_labels_sub\DJI_0394_s008.png
train_sub\DJI_0496_s006.JPG train_labels_sub\DJI_0496_s006.png
train_sub\DJI_00586_s011.JPG train_labels_sub\DJI_00586_s011.png
train_sub\DJI_0526_s007.JPG train_labels_sub\DJI_0526_s007.png
train_sub\DJI_0519_heda_s001.JPG train_labels_sub\DJI_0519_heda_s001.png
